Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Ignore
2020-01-01 01:00:00,0.01795400,0.01814500,0.01792000,0.01802100,11442.65300000,2020-01-01 04:59:59,206.34489969,13841,5622.80700000,101.38978655,0
2020-01-01 05:00:00,0.01802000,0.01808700,0.01800900,0.01807000,8838.94100000,2020-01-01 08:59:59,159.53660598,12245,4370.59300000,78.89054080,0
2020-01-01 09:00:00,0.01806800,0.01823600,0.01806000,0.01816500,10348.19600000,2020-01-01 12:59:59,187.60948835,13268,5544.30900000,100.51293808,0
2020-01-01 13:00:00,0.01816500,0.01829500,0.01815800,0.01825300,12010.21400000,2020-01-01 16:59:59,218.93127048,14151,6772.99100000,123.44898120,0
2020-01-01 17:00:00,0.01825700,0.01835600,0.01820100,0.01824400,11617.35700000,2020-01-01 20:59:59,212.38313457,14744,5590.78400000,102.21879605,0
2020-01-01 21:00:00,0.01824500,0.01829500,0.01805000,0.01815000,14860.20700000,2020-01-02 00:59:59,269.75056593,15855,6836.11300000,124.14996822,0
2020-01-02 01:00:00,0.01815200,0.01815600,0.01801000,0.01811000,11259.31300000,2020-01-02 04:59:59,203.61154585,12657,5126.08600000,92.71494440,0
2020-01-02 05:00:00,0.01810900,0.01819300,0.01807800,0.01818100,8855.69500000,2020-01-02 08:59:59,160.64880577,11810,4534.86900000,82.26471921,0
2020-01-02 09:00:00,0.01817400,0.01820900,0.01810300,0.01813900,10276.27500000,2020-01-02 12:59:59,186.51480801,11965,4701.66500000,85.33233873,0
2020-01-02 13:00:00,0.01814600,0.01819000,0.01812000,0.01817300,11259.47800000,2020-01-02 16:59:59,204.33539688,12040,5920.03800000,107.43521918,0
2020-01-02 17:00:00,0.01817400,0.01829900,0.01796500,0.01827500,25381.86500000,2020-01-02 20:59:59,461.51105446,23738,13336.03600000,242.53705160,0
2020-01-02 21:00:00,0.01827500,0.01831900,0.01823200,0.01825600,12413.28200000,2020-01-03 00:59:59,226.83633857,12763,5678.50400000,103.78241076,0
2020-01-03 01:00:00,0.01825700,0.01834100,0.01822400,0.01825200,19431.65400000,2020-01-03 04:59:59,355.17931188,16460,7469.64800000,136.57132393,0
2020-01-03 05:00:00,0.01825200,0.01825600,0.01780000,0.01789000,34166.03700000,2020-01-03 08:59:59,613.52408631,26202,14397.54900000,258.49582559,0
2020-01-03 09:00:00,0.01789000,0.01828100,0.01783700,0.01805000,39206.32000000,2020-01-03 12:59:59,707.75509912,28385,20740.32400000,374.44899749,0
2020-01-03 13:00:00,0.01805000,0.01822000,0.01802700,0.01810900,17829.62900000,2020-01-03 16:59:59,322.98041280,19123,9231.24300000,167.25975406,0
2020-01-03 17:00:00,0.01811000,0.01827500,0.01803700,0.01818000,20001.37100000,2020-01-03 20:59:59,362.99196905,20795,10286.15600000,186.69654836,0
2020-01-03 21:00:00,0.01817900,0.01842500,0.01816900,0.01829700,20442.83600000,2020-01-04 00:59:59,373.38999067,18907,9834.50700000,179.67474810,0
2020-01-04 01:00:00,0.01829800,0.01836000,0.01817100,0.01818800,11555.83400000,2020-01-04 04:59:59,210.88339540,14719,5604.53500000,102.30262696,0
2020-01-04 05:00:00,0.01818300,0.01826800,0.01816900,0.01822800,10174.52300000,2020-01-04 08:59:59,185.39437289,13511,4314.02800000,78.61120857,0
2020-01-04 09:00:00,0.01822800,0.01825000,0.01817000,0.01823000,10691.44800000,2020-01-04 12:59:59,194.70585336,12147,5818.21100000,105.96393586,0
2020-01-04 13:00:00,0.01823100,0.01824000,0.01814000,0.01820500,20117.01400000,2020-01-04 16:59:59,366.03082226,14746,12234.69700000,222.64019522,0
2020-01-04 17:00:00,0.01820600,0.01836000,0.01819100,0.01823600,22782.26200000,2020-01-04 20:59:59,416.24122065,17265,11945.44700000,218.21154037,0
2020-01-04 21:00:00,0.01823000,0.01828000,0.01821200,0.01824800,8956.07700000,2020-01-05 00:59:59,163.38589694,13477,4849.89200000,88.48476178,0
2020-01-05 01:00:00,0.01824700,0.01831400,0.01815200,0.01821100,16290.40900000,2020-01-05 04:59:59,296.62707604,16199,8373.37700000,152.45598088,0
