Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Ignore
2021-05-13 10:00:00,50879.73000000,50950.00000000,48457.12000000,49777.01000000,28154.67405600,2021-05-13 13:59:59,1398171914.46040587,667141,14159.13937200,703280412.64061744,0
2021-05-13 14:00:00,49777.01000000,50884.34000000,49458.68000000,49627.64000000,17291.35710400,2021-05-13 17:59:59,867253398.46791939,450914,8622.51841500,432473403.11688243,0
2021-05-13 18:00:00,49627.63000000,50429.99000000,47000.00000000,48568.85000000,28937.19670200,2021-05-13 21:59:59,1403797607.52066131,662627,13538.22924400,657421826.01937296,0
2021-05-13 22:00:00,48569.97000000,49879.77000000,48350.00000000,49670.97000000,14037.97338400,2021-05-14 01:59:59,691235045.25646254,426573,7356.71728100,362287482.47901864,0
2021-05-14 02:00:00,49671.92000000,50390.70000000,49021.01000000,49157.93000000,13663.10241700,2021-05-14 05:59:59,680454305.72613437,340927,6385.26057000,317931169.45607546,0
2021-05-14 06:00:00,49157.94000000,50286.26000000,48799.75000000,49987.20000000,14234.10972800,2021-05-14 09:59:59,703365312.38776278,352301,7001.49239300,346123889.49449272,0
2021-05-14 10:00:00,49987.19000000,50958.32000000,49880.00000000,50538.14000000,14914.49714400,2021-05-14 13:59:59,752810309.40482709,383575,6828.01269100,344549321.38700025,0
2021-05-14 14:00:00,50538.13000000,51483.00000000,50037.00000000,51211.98000000,13868.25326400,2021-05-14 17:59:59,703799792.33587229,364675,6502.27004100,329986833.94167224,0
2021-05-14 18:00:00,51211.98000000,51322.41000000,50083.80000000,50138.09000000,12471.01461000,2021-05-14 21:59:59,631862286.00555214,337756,5434.45097000,275343924.20757239,0
2021-05-14 22:00:00,50141.33000000,50294.60000000,49030.00000000,49841.45000000,10931.22714300,2021-05-15 01:59:59,543612909.54776195,316626,5032.64219800,250227482.01590158,0
2021-05-15 02:00:00,49844.16000000,50700.00000000,49269.78000000,49627.01000000,10530.44345800,2021-05-15 05:59:59,526516104.58322001,308270,5181.56730900,259116181.10950463,0
2021-05-15 06:00:00,49627.02000000,49861.20000000,48400.00000000,48469.28000000,14762.20292200,2021-05-15 09:59:59,725778028.85250904,377537,6843.99439900,336521350.88116456,0
2021-05-15 10:00:00,48469.71000000,49298.59000000,47721.84000000,48929.74000000,16135.57094500,2021-05-15 13:59:59,782565251.49176872,395384,7619.09269200,369587637.21148676,0
2021-05-15 14:00:00,48929.73000000,49697.63000000,48527.07000000,48982.99000000,14914.28498600,2021-05-15 17:59:59,733070728.93251427,356383,7041.08342400,346046503.44019232,0
2021-05-15 18:00:00,48983.00000000,48994.27000000,46900.00000000,48108.40000000,20279.08393200,2021-05-15 21:59:59,969301107.72741647,479104,9550.00394200,456570255.55333810,0
2021-05-15 22:00:00,48108.40000000,48738.75000000,46555.00000000,46762.99000000,12815.86311600,2021-05-16 01:59:59,613544624.92992937,370113,6022.17669700,288460916.66533472,0
